Harvest year,plot,section,year of wheat,Previous crop,wheat variety,Fertilizer code,Number of N splits,Fertilizer N,Fertilizer P,Fertilizer K,Fertilizer Mg,FYM,Notes,grain ,straw,hfn,hlwt,tgw,n_grain,n_straw,p_grain,p_straw,s_grain,s_straw
2011,12,1,45,Fallow,Hereward,N1+3+1(P)KMg,3,240,0,90,12,0,,5.44,2.17,369,79.1,40.3,2.917,0.753,0.281,0.049,0.154,0.15
2011,13,1,45,Fallow,Hereward,N4 PK ,1,192,35,90,0,0,,4.62,1.8,367,78.5,39.3,2.898,0.9,0.308,0.085,0.153,0.148
2011,14,1,45,Fallow,Hereward,N4 PK*(Mg*),1,192,35,90,0,0,,5.33,2.04,339,78.1,40.2,2.769,0.713,0.313,0.082,0.13,0.077
2011,15,1,45,Fallow,Hereward,N5 (P)KMg,1,240,0,90,12,0,,5.15,2.08,364,78.2,39.3,2.91,0.729,0.248,0.037,0.154,0.127
2011,16,1,45,Fallow,Hereward,N6 (P)KMg,1,288,0,90,12,0,,5.3,2.27,365,78.9,39.2,2.873,0.725,0.247,0.036,0.153,0.139
2011,17,1,45,Fallow,Hereward,N1+4+1 PKMg,3,288,35,90,12,0,,5.38,2.14,409,79.6,37.2,2.787,0.707,0.222,0.033,0.146,0.131
2011,18,1,45,Fallow,Hereward,N1+2+1 PKMg,3,192,35,90,12,0,,4.72,1.94,344,79.5,41.1,2.736,0.554,0.243,0.016,0.147,0.069
2011,19,1,45,Fallow,Hereward,N1+1+1 KMg,3,144,0,90,12,0,,3.96,1.93,397,78.5,38.5,2.627,0.526,0.216,0.024,0.152,0.113
2011,20,1,45,Fallow,Hereward,N4 KMg,1,192,0,90,12,0,,0.78,0.25,324,,32,2.415,0.611,0.162,0.019,0.14,0.098
2011,21,1,45,Fallow,Hereward,FYM N3,1,144,0,0,0,35,,7.37,3.1,414,79.3,42.2,2.486,0.646,0.293,0.045,0.15,0.104
2011,22,1,45,Fallow,Hereward,FYM,0,0,0,0,0,35,,5.89,2.22,311,77,41.3,1.828,0.41,0.324,0.077,0.122,0.083
2012,3,1,46,Fallow,Hereward,Nil,0,0,0,0,0,0,,0.54,0.15,218,,33.1,1.78,0.431,0.225,0.029,0.107,0.07
2012,5,1,46,Fallow,Hereward,(P)KMg,0,0,0,90,12,0,,1.21,0.17,184,74.06,33.2,1.502,0.411,0.305,0.067,0.096,0.085
2012,6,1,46,Fallow,Hereward,N1 (P)KMg,1,48,0,90,12,0,,3.32,1.44,224,71.35,36.2,1.494,0.371,0.312,0.055,0.098,0.082
2012,7,1,46,Fallow,Hereward,N2 (P)KMg,1,96,0,90,12,0,,5.19,2.31,186,71.96,37.1,1.599,0.404,0.315,0.067,0.105,0.089
2012,8,1,46,Fallow,Hereward,N3(P)KMg,1,144,0,90,12,0,,6.37,3.67,277,72.46,35.8,1.752,0.473,0.296,0.067,0.112,0.108
2012,9,1,46,Fallow,Hereward,N4 (P)KMg,1,192,0,90,12,0,,6.36,3.52,239,73.66,35.6,2.046,0.665,0.275,0.062,0.122,0.135
2012,10,1,46,Fallow,Hereward,N4,1,192,0,0,0,0,,1.48,0.75,359,72.76,32.9,2.235,0.597,0.177,0.024,0.11,0.06
2012,11,1,46,Fallow,Hereward,N4 P Mg,1,192,35,0,12,0,,3.29,1.28,319,66.54,23.2,2.219,0.949,0.356,0.21,0.144,0.172
2012,12,1,46,Fallow,Hereward,N1+3+1(P)KMg,3,240,0,90,12,0,,6.49,4.02,199,71.76,36.5,2.336,1.145,0.346,0.141,0.142,0.16
2012,13,1,46,Fallow,Hereward,N4 PK ,1,192,35,90,0,0,,6.12,3.03,230,73.06,35.2,1.995,0.629,0.317,0.082,0.128,0.129
2012,14,1,46,Fallow,Hereward,N4 PK*(Mg*),1,192,35,90,0,0,,6.15,3.18,261,73.96,39.5,2.042,0.72,0.313,0.116,0.103,0.054
2012,15,1,46,Fallow,Hereward,N5 (P)KMg,1,240,0,90,12,0,,7.12,4.56,251,72.26,37.1,2.218,0.795,0.332,0.088,0.134,0.144
2012,16,1,46,Fallow,Hereward,N6 (P)KMg,1,288,0,90,12,0,,7.06,4.41,245,70.95,35.7,2.454,1.056,0.304,0.098,0.14,0.164
2012,17,1,46,Fallow,Hereward,N1+4+1 PKMg,3,288,35,90,12,0,,6.76,4.62,264,72.36,34.8,2.441,1.034,0.271,0.076,0.137,0.152
2012,18,1,46,Fallow,Hereward,N1+2+1 PKMg,3,192,35,90,12,0,,6.62,4,235,73.56,35.3,2.2,0.763,0.25,0.06,0.125,0.123
2012,19,1,46,Fallow,Hereward,N1+1+1 KMg,3,144,0,90,12,0,,5.66,3.23,387,73.96,36.1,2.157,0.551,0.223,0.033,0.123,0.099
2012,20,1,46,Fallow,Hereward,N4 KMg,1,192,0,90,12,0,,0.14,,381,,,2.431,0.896,0.187,0.046,0.141,0.101
2012,21,1,46,Fallow,Hereward,FYM N3,1,144,0,0,0,35,,6.52,4.3,282,72.66,34.8,2.268,0.774,0.356,0.138,0.125,0.107
2012,22,1,46,Fallow,Hereward,FYM,0,0,0,0,0,35,,5.09,4.3,314,73.36,33.8,1.554,0.481,0.321,0.122,0.095,0.081
2013,3,1,47,Fallow,Crusoe,Nil,0,0,0,0,0,0,,1.6,0.34,276,76,34.4,2.129,0.371,0.213,0.018,0.122,0.065
2013,5,1,47,Fallow,Crusoe,(P)KMg,0,0,0,90,12,0,,1.95,0.48,259,76,38.3,1.896,0.338,0.297,0.041,0.12,0.079
2013,6,1,47,Fallow,Crusoe,N1 (P)KMg,1,48,0,90,12,0,,3.58,1.12,278,76.17,40.4,1.976,0.319,0.307,0.031,0.119,0.065
2013,7,1,47,Fallow,Crusoe,N2 (P)KMg,1,96,0,90,12,0,,5.23,1.77,287,76.77,40.1,1.842,0.333,0.316,0.032,0.119,0.065
2013,8,1,47,Fallow,Crusoe,N3(P)KMg,1,144,0,90,12,0,,5.95,2.59,286,76.87,38.6,1.824,0.343,0.266,0.02,0.122,0.066
2013,9,1,47,Fallow,Crusoe,N4 (P)KMg,1,192,0,90,12,0,,6.08,2.54,303,78.48,35,2.206,0.533,0.211,0.022,0.145,0.106
2013,10,1,47,Fallow,Crusoe,N4,1,192,0,0,0,0,,2.88,0.58,328,76.47,33.2,2.283,0.449,0.181,0.016,0.125,0.066
2013,11,1,47,Fallow,Crusoe,N4 P Mg,1,192,35,0,12,0,,4.35,1.39,300,70.05,25.3,2.039,0.703,0.263,0.051,0.143,0.102
2013,12,1,47,Fallow,Crusoe,N1+3+1(P)KMg,3,240,0,90,12,0,,5.87,2.06,388,77.26,32.7,2.34,0.616,0.257,0.034,0.158,0.115
2013,13,1,47,Fallow,Crusoe,N4 PK ,1,192,35,90,0,0,,5.84,1.85,336,78.78,35.6,2.224,0.628,0.265,0.036,0.147,0.107
2013,14,1,47,Fallow,Crusoe,N4 PK*(Mg*),1,192,35,90,0,0,,6.56,2.15,320,78.28,40.9,2.133,0.398,0.259,0.03,0.115,0.051
2013,15,1,47,Fallow,Crusoe,N5 (P)KMg,1,240,0,90,12,0,,6.76,2.98,296,78.78,35.9,2.244,0.588,0.241,0.028,0.146,0.107
2013,16,1,47,Fallow,Crusoe,N6 (P)KMg,1,288,0,90,12,0,,6.56,2.19,373,78.78,33.9,2.357,0.602,0.226,0.024,0.152,0.106
2013,17,1,47,Fallow,Crusoe,N1+4+1 PKMg,3,288,35,90,12,0,,6.72,3.2,315,78.98,34.8,2.375,0.539,0.216,0.023,0.154,0.113
2013,18,1,47,Fallow,Crusoe,N1+2+1 PKMg,3,192,35,90,12,0,,6.58,2.84,247,77.37,35.9,2.079,0.473,0.219,0.02,0.136,0.09
2013,19,1,47,Fallow,Crusoe,N1+1+1 KMg,3,144,0,90,12,0,,4.94,2.13,179,77.68,36.2,2.192,0.462,0.209,0.022,0.142,0.096
2013,20,1,47,Fallow,Crusoe,N4 KMg,1,192,0,90,12,0,,1.07,0.13,289,,31.9,2.413,0.614,0.184,0.017,0.147,0.096
2013,21,1,47,Fallow,Crusoe,FYM N3,1,144,0,0,0,35,,5.95,2.65,277,77.57,34.8,2.603,0.535,0.326,0.04,0.151,0.083
2013,22,1,47,Fallow,Crusoe,FYM,0,0,0,0,0,35,,4.84,1.69,308,76.87,38.3,2.237,0.372,0.364,0.044,0.138,0.068
2014,3,1,48,Fallow,Crusoe,Nil,0,0,0,0,0,0,,1.37,0.7,297,,35,1.426,0.324,0.217,0.019,0.098,0.044
2014,5,1,48,Fallow,Crusoe,(P)KMg,0,0,0,90,12,0,,1.47,0.62,351,,36.5,1.432,0.303,0.289,0.039,0.111,0.072
2014,6,1,48,Fallow,Crusoe,N1 (P)KMg,1,48,0,90,12,0,,3.29,1.9,300,72,37.2,1.246,0.286,0.251,0.025,0.1,0.059
2014,7,1,48,Fallow,Crusoe,N2 (P)KMg,1,96,0,90,12,0,,4.71,2.57,359,73.36,37.3,1.446,0.308,0.271,0.027,0.112,0.063
2014,8,1,48,Fallow,Crusoe,N3(P)KMg,1,144,0,90,12,0,,5.91,3.27,357,74.77,39.4,1.732,0.373,0.246,0.022,0.122,0.075
2014,9,1,48,Fallow,Crusoe,N4 (P)KMg,1,192,0,90,12,0,,7.51,4.27,409,76.27,40.6,2,0.419,0.227,0.016,0.138,0.041
2014,10,1,48,Fallow,Crusoe,N4,1,192,0,0,0,0,,2.34,1.63,378,74.36,34.8,2.193,0.603,0.162,0.066,0.087,0.08
2014,11,1,48,Fallow,Crusoe,N4 P Mg,1,192,35,0,12,0,,6.08,3.59,398,69.85,27,2.231,0.62,0.308,0.02,0.15,0.097
2014,12,1,48,Fallow,Crusoe,N1+3+1(P)KMg,3,240,0,90,12,0,,8.35,5.26,426,76.57,36.8,2.167,0.488,0.25,0.026,0.148,0.105
2014,13,1,48,Fallow,Crusoe,N4 PK ,1,192,35,90,0,0,,7.63,4.05,384,75.97,39,1.975,0.449,0.271,0.031,0.137,0.092
2014,14,1,48,Fallow,Crusoe,N4 PK*(Mg*),1,192,35,90,0,0,,5.48,3.2,379,74.16,40.5,2.105,0.659,0.291,0.065,0.084,0.042
2014,15,1,48,Fallow,Crusoe,N5 (P)KMg,1,240,0,90,12,0,,8.12,4.66,351,76.07,39.4,2.213,0.498,0.246,0.024,0.149,0.108
2014,16,1,48,Fallow,Crusoe,N6 (P)KMg,1,288,0,90,12,0,,7.65,4.88,425,76.47,38.6,2.434,0.574,0.235,0.025,0.156,0.114
2014,17,1,48,Fallow,Crusoe,N1+4+1 PKMg,3,288,35,90,12,0,,8.19,4.6,429,77.27,38.8,2.419,0.536,0.222,0.024,0.147,0.104
2014,18,1,48,Fallow,Crusoe,N1+2+1 PKMg,3,192,35,90,12,0,,6.02,3.86,418,76.67,37.9,2.188,0.5,0.198,0.02,0.14,0.086
2014,19,1,48,Fallow,Crusoe,N1+1+1 KMg,3,144,0,90,12,0,,5.33,3.62,389,75.87,35.3,2.058,0.413,0.188,0.017,0.135,0.073
2014,20,1,48,Fallow,Crusoe,N4 KMg,1,192,0,90,12,0,,1.02,0.97,175,,37.9,2.276,0.613,0.139,0.02,0.138,0.078
2014,21,1,48,Fallow,Crusoe,FYM N3,1,144,0,0,0,35,,7.05,4.97,427,76.47,40,1.985,0.496,0.313,0.075,0.115,0.059
2014,22,1,48,Fallow,Crusoe,FYM,0,0,0,0,0,35,,4.2,3.15,371,74.16,38.3,1.444,0.307,0.305,0.068,0.103,0.057
2016,3,1,50,Fallow,Crusoe,Nil,0,0,0,0,0,0,,0.9,0.18,317,76.1,37.8,1.477,0.314,0.201,0.021,0.09,0.046
2016,5,1,50,Fallow,Crusoe,(P)KMg,0,0,0,90,12,0,,0.97,0.17,239,76.5,36.5,1.376,0.276,0.277,0.031,0.095,0.064
2016,6,1,50,Fallow,Crusoe,N1 (P)KMg,1,48,0,90,12,0,,2.85,1.33,261,75,37.2,1.291,0.262,0.249,0.025,0.088,0.062
2016,7,1,50,Fallow,Crusoe,N2 (P)KMg,1,96,0,90,12,0,,4.55,2.29,278,75.2,38.2,1.558,0.354,0.268,0.036,0.103,0.083
2016,8,1,50,Fallow,Crusoe,N3(P)KMg,1,144,0,90,12,0,,5.66,2.52,300,76.2,39.7,1.687,0.42,0.237,0.025,0.11,0.089
2016,9,1,50,Fallow,Crusoe,N4 (P)KMg,1,192,0,90,12,0,,7.1,3.4,386,78.4,42,1.983,0.494,0.219,0.027,0.13,0.118
2016,10,1,50,Fallow,Crusoe,N4,1,192,0,0,0,0,,1.43,0.68,362,76,36.2,2.302,0.71,0.182,0.023,0.09,0.038
2016,11,1,50,Fallow,Crusoe,N4 P Mg,1,192,35,0,12,0,,5.71,2.56,429,73.7,35.1,2.014,0.755,0.283,0.09,0.127,0.1
2016,12,1,50,Fallow,Crusoe,N1+3+1(P)KMg,3,240,0,90,12,0,,8.79,4.3,428,78.5,43.7,2.073,0.563,0.264,0.034,0.134,0.135
2016,13,1,50,Fallow,Crusoe,N4 PK ,1,192,35,90,0,0,,7.73,3.5,416,77.5,42.7,1.957,0.54,0.259,0.039,0.123,0.124
2016,14,1,50,Fallow,Crusoe,N4 PK*(Mg*),1,192,35,90,0,0,,4.9,2.27,298,74.9,41,2.201,0.777,0.289,0.068,0.085,0.033
2016,15,1,50,Fallow,Crusoe,N5 (P)KMg,1,240,0,90,12,0,,7.79,3.51,416,77.9,43.1,2.155,0.54,0.234,0.023,0.133,0.139
2016,16,1,50,Fallow,Crusoe,N6 (P)KMg,1,288,0,90,12,0,,7.55,3.36,437,79,44.1,2.394,0.607,0.22,0.025,0.137,0.143
2016,17,1,50,Fallow,Crusoe,N1+4+1 PKMg,3,288,35,90,12,0,,8.25,3.81,367,80,45,2.414,0.618,0.227,0.023,0.139,0.154
2016,18,1,50,Fallow,Crusoe,N1+2+1 PKMg,3,192,35,90,12,0,,7.48,3.1,388,80,42.9,1.925,0.434,0.202,0.019,0.122,0.097
2016,19,1,50,Fallow,Crusoe,N1+1+1 KMg,3,144,0,90,12,0,,6.07,2.94,330,77.4,40.7,1.927,0.427,0.185,0.018,0.121,0.095
2016,20,1,50,Fallow,Crusoe,N4 KMg,1,192,0,90,12,0,,0.74,0.35,220,79.1,36.8,2.271,0.534,0.15,0.016,0.129,0.093
2016,21,1,50,Fallow,Crusoe,FYM N3,1,144,0,0,0,35,,8.91,4.75,373,78.7,44.5,1.939,0.452,0.29,0.049,0.113,0.073
2016,22,1,50,Fallow,Crusoe,FYM,0,0,0,0,0,35,,3.89,2.25,313,75.5,38.5,1.428,0.259,0.288,0.041,0.091,0.046
2017,3,1,51,Fallow,Crusoe,Nil,0,0,0,0,0,0,,0.68,0.5,217,74.3,32.6,,,,,,
2017,5,1,51,Fallow,Crusoe,(P)KMg,0,0,0,90,12,0,,0.97,0.54,262,72.2,33.3,,,,,,
2017,6,1,51,Fallow,Crusoe,N1 (P)KMg,1,48,0,90,12,0,,2.13,0.96,276,71.3,30.6,,,,,,
2017,7,1,51,Fallow,Crusoe,N2 (P)KMg,1,96,0,90,12,0,,2.57,1.43,206,69.8,27.9,,,,,,
2017,8,1,51,Fallow,Crusoe,N3(P)KMg,1,144,0,90,12,0,,2.98,1.45,186,70.8,29.7,,,,,,
2017,9,1,51,Fallow,Crusoe,N4 (P)KMg,1,192,0,90,12,0,,2.69,1.3,180,71.8,30.5,,,,,,
2017,10,1,51,Fallow,Crusoe,N4,1,192,0,0,0,0,,1.36,1.01,251,74.5,31,,,,,,
2017,11,1,51,Fallow,Crusoe,N4 P Mg,1,192,35,0,12,0,,2.37,1.52,285,69.7,24.7,,,,,,
2017,12,1,51,Fallow,Crusoe,N1+3+1(P)KMg,3,240,0,90,12,0,,3.73,2.4,232,70.7,27.8,,,,,,
2017,13,1,51,Fallow,Crusoe,N4 PK ,1,192,35,90,0,0,,2.49,1.36,208,69.8,26.8,,,,,,
2017,14,1,51,Fallow,Crusoe,N4 PK*(Mg*),1,192,35,90,0,0,,4.15,2.03,236,72,33.7,,,,,,
2017,15,1,51,Fallow,Crusoe,N5 (P)KMg,1,240,0,90,12,0,,3.6,2.33,214,69.7,28.5,,,,,,
2017,16,1,51,Fallow,Crusoe,N6 (P)KMg,1,288,0,90,12,0,,4.16,2.98,236,71.3,29.4,,,,,,
2017,17,1,51,Fallow,Crusoe,N1+4+1 PKMg,3,288,35,90,12,0,,4.42,2.61,236,72.9,32.2,,,,,,
2017,18,1,51,Fallow,Crusoe,N1+2+1 PKMg,3,192,35,90,12,0,,3.51,2.07,213,73.5,34.8,,,,,,
2017,19,1,51,Fallow,Crusoe,N1+1+1 KMg,3,144,0,90,12,0,,3.09,1.94,193,74.2,34.4,,,,,,
2017,20,1,51,Fallow,Crusoe,N4 KMg,1,192,0,90,12,0,,0.37,0.41,207,76.8,33.2,,,,,,
2017,21,1,51,Fallow,Crusoe,FYM N3,1,144,0,0,0,35,,4.61,2.98,138,71.5,30.3,,,,,,
2017,22,1,51,Fallow,Crusoe,FYM,0,0,0,0,0,35,,4.63,2.63,200,72.3,36.6,,,,,,
2018,3,1,52,Fallow,Crusoe,Nil,0,0,0,0,0,0,,0.52,0.2,,,,,,,,,
2018,5,1,52,Fallow,Crusoe,(P)KMg,0,0,0,90,12,0,,0.85,0.14,,,,,,,,,
2018,6,1,52,Fallow,Crusoe,N1 (P)KMg,1,48,0,90,12,0,,2.17,0.87,,,,,,,,,
2018,7,1,52,Fallow,Crusoe,N2 (P)KMg,1,96,0,90,12,0,,4.85,1.44,,,,,,,,,
2018,8,1,52,Fallow,Crusoe,N3(P)KMg,1,144,0,90,12,0,,5.2,1.82,,,,,,,,,
2018,9,1,52,Fallow,Crusoe,N4 (P)KMg,1,192,0,90,12,0,,5.93,2.54,,,,,,,,,
2018,10,1,52,Fallow,Crusoe,N4,1,192,0,0,0,0,,1.21,0.64,,,,,,,,,
2018,11,1,52,Fallow,Crusoe,N4 P Mg,1,192,35,0,12,0,,5.88,2.15,,,,,,,,,
2018,12,1,52,Fallow,Crusoe,N1+3+1(P)KMg,3,240,0,90,12,0,,6.83,2.24,,,,,,,,,
2018,13,1,52,Fallow,Crusoe,N4 PK ,1,192,35,90,0,0,,6.17,2.16,,,,,,,,,
2018,14,1,52,Fallow,Crusoe,N4 PK*(Mg*),1,192,35,90,0,0,,5.15,1.95,,,,,,,,,
2018,15,1,52,Fallow,Crusoe,N5 (P)KMg,1,240,0,90,12,0,,6.4,2.41,,,,,,,,,
2018,16,1,52,Fallow,Crusoe,N6 (P)KMg,1,288,0,90,12,0,,6.47,2.87,,,,,,,,,
2018,17,1,52,Fallow,Crusoe,N1+4+1 PKMg,3,288,35,90,12,0,,6.23,2.66,,,,,,,,,
2018,18,1,52,Fallow,Crusoe,N1+2+1 PKMg,3,192,35,90,12,0,,5.46,1.83,,,,,,,,,
2018,19,1,52,Fallow,Crusoe,N1+1+1 KMg,3,144,0,90,12,0,,3.61,1.58,,,,,,,,,
2018,20,1,52,Fallow,Crusoe,N4 KMg,1,192,0,90,12,0,,0.58,0.22,,,,,,,,,
2018,21,1,52,Fallow,Crusoe,FYM N3,1,144,0,0,0,35,,8.26,5.46,,,,,,,,,
2018,22,1,52,Fallow,Crusoe,FYM,0,0,0,0,0,35,,6.89,2.68,,,,,,,,,
1985,1,7,1,Potatoes,Brimstone,FYM N4 PK,1,192,35,90,0,35,FYM 1968-2000 only,9.28,6.91,,,35.7,2.22,0.93,,,,
1985,3,7,1,Potatoes,Brimstone,Nil,0,0,0,0,12,0,,2.99,1.24,,,39.2,1.45,0.34,,,,
1985,5,7,1,Potatoes,Brimstone,PK Mg,0,0,35,90,12,0,,3.57,1.37,,,40.9,1.57,0.47,,,,
1985,6,7,1,Potatoes,Brimstone,N1 PKMg,1,48,35,90,12,0,,5.82,2.78,,,43.6,1.26,0.42,,,,
1985,7,7,1,Potatoes,Brimstone,N2 PKMg,1,96,35,90,12,0,,7.3,3.89,,,42.3,1.55,0.6,,,,
1985,8,7,1,Potatoes,Brimstone,N3PKMg,1,144,35,90,12,0,,7.69,4.44,,,36.3,1.84,0.75,,,,
1985,9,7,1,Potatoes,Brimstone,N4 PKMg,1,192,35,90,12,0,,8.51,5.46,,,40.6,1.92,0.85,,,,
1985,10,7,1,Potatoes,Brimstone,N2,1,96,0,0,0,0,,3.19,0.99,,,32.6,1.78,1,,,,
1985,11,7,1,Potatoes,Brimstone,N2 P,1,96,35,0,0,0,,4.36,1.88,,,31.8,1.67,0.73,,,,
1985,12,7,1,Potatoes,Brimstone,N2 P Na,1,96,35,0,0,0,,4.77,2.14,,,31.8,1.75,0.74,,,,
1985,13,7,1,Potatoes,Brimstone,N2 PK ,1,96,35,90,0,0,No Na applied in past,6.51,3.42,,,39,1.73,0.62,,,,
1985,14,7,1,Potatoes,Brimstone,N2 PKMg*,1,96,35,90,30,0,,7.24,4.01,,,42.7,1.53,0.52,,,,
1985,15,7,1,Potatoes,Brimstone,N5 PKMg,1,240,35,90,12,0,,7.92,5.61,,,39,1.99,1.08,,,,
1985,16,7,1,Potatoes,Brimstone,N6 PKMg,1,288,35,90,12,0,,8.44,6.56,,,36.1,2.03,1.13,,,,
1985,17,7,1,Potatoes,Brimstone,N0+N3 1/2[PKMg](A),1,144,18,45,6,0,,8.85,5.39,,,40.9,1.78,0.68,,,,
1985,18,7,1,Potatoes,Brimstone,N1+N3 1/2[PKMg](A),2 (N1 autumn),192,18,45,6,0,1st application of N in autumn alternate years,9.47,6.39,,,37.5,1.77,0.78,,,,
1985,19,7,1,Potatoes,Brimstone,C,0,96,0,0,0,0,Received castor meal to supply 96 kgN/ha 1852-1988,4.95,2.06,,,46,1.59,0.48,,,,
1985,21,7,1,Potatoes,Brimstone,FYM N2,1,96,0,0,0,35,FYM since 1885,9.83,6.49,,,40.1,1.86,0.78,,,,
1985,22,7,1,Potatoes,Brimstone,FYM,0,0,0,0,0,35,FYM since 1843,8.27,4.83,,,44.3,1.66,0.4,,,,
1986,1,4,1,Potatoes,Brimstone,FYM N4 PK,1,192,35,90,0,35,,9.49,5.6,,,41.7,2.36,0.52,0.338,0.047,,
1986,3,4,1,Potatoes,Brimstone,Nil,0,0,0,0,0,0,,1.98,0.97,,,43.5,1.64,0.38,0.381,0.059,,
1986,5,4,1,Potatoes,Brimstone,PK Mg,0,0,35,90,12,0,,2.44,1.23,,,40.8,1.47,0.38,0.368,0.072,,
1986,6,4,1,Potatoes,Brimstone,N1 PKMg,1,48,35,90,12,0,,5.61,2.88,,,44.2,1.52,0.21,0.301,0.036,,
1986,7,4,1,Potatoes,Brimstone,N2 PKMg,1,96,35,90,12,0,,7.98,3.95,,,43.9,1.7,0.31,0.315,0.033,,
1986,8,4,1,Potatoes,Brimstone,N3PKMg,1,144,35,90,12,0,,9.11,4.38,,,45.4,1.95,0.42,0.298,0.036,,
1986,9,4,1,Potatoes,Brimstone,N4 PKMg,1,192,35,90,12,0,,8.94,4.05,,,44.2,2.11,0.44,0.301,0.035,,
1986,10,4,1,Potatoes,Brimstone,N2,1,96,0,0,0,0,,0.26,0.02,,,41.1,2,1.09,0.284,0.091,,
1986,11,4,1,Potatoes,Brimstone,N2 P,1,96,35,0,0,0,,6.37,2.42,,,39.9,1.84,0.43,0.275,0.035,,
1986,12,4,1,Potatoes,Brimstone,N2 P Na,1,96,35,0,0,0,,7.12,3.06,,,38.2,1.67,0.37,0.265,0.032,,
1986,13,4,1,Potatoes,Brimstone,N2 PK ,1,96,35,90,0,0,,7.64,3.49,,,42.7,1.73,0.36,0.311,0.037,,
1986,14,4,1,Potatoes,Brimstone,N2 PKMg*,1,96,35,90,30,0,,7.74,3.55,,,43,1.67,0.33,0.302,0.034,,
1986,15,4,1,Potatoes,Brimstone,N5 PKMg,1,240,35,90,12,0,,9.32,4.5,,,43.4,2.15,0.52,0.321,0.038,,
1986,16,4,1,Potatoes,Brimstone,N6 PKMg,1,288,35,90,12,0,,9.24,4.05,,,44.5,2.23,0.6,0.313,0.046,,
1986,17,4,1,Potatoes,Brimstone,N1+N3 1/2[PKMg](A),2 (N1 autumn),192,18,45,6,0,1st application of N in autumn alternate years,9.08,4.24,,,44.2,2.07,0.43,0.287,0.032,,
1986,18,4,1,Potatoes,Brimstone,N0+N3 1/2[PKMg](A),1,144,18,45,6,0,,8.45,4.03,,,43.1,2.07,0.45,0.305,0.037,,
1986,19,4,1,Potatoes,Brimstone,C,0,96,0,0,0,0,,6.47,2.85,,,42.5,1.66,0.27,0.287,0.03,,
1986,21,4,1,Potatoes,Brimstone,FYM N2,1,96,0,0,0,35,,9.92,5.41,,,45.1,2.15,0.43,0.329,0.055,,
1986,22,4,1,Potatoes,Brimstone,FYM,0,0,0,0,0,35,,8.4,4.35,,,44.4,1.69,0.32,0.337,0.062,,
1987,1,5,1,Potatoes,Brimstone,FYM N4 PK,1,192,35,90,0,35,,7.9,6.52,,,36.4,2.16,0.93,0.359,0.133,,
1987,3,5,1,Potatoes,Brimstone,Nil,0,0,0,0,0,0,,1.86,0.92,,,37,1.52,0.49,0.381,0.091,,
1987,5,5,1,Potatoes,Brimstone,PK Mg,0,0,35,90,12,0,,2.04,0.91,,,37,1.4,0.49,0.385,0.127,,
1987,6,5,1,Potatoes,Brimstone,N1 PKMg,1,48,35,90,12,0,,4.77,2.07,,,39.2,1.4,0.35,0.34,0.072,,
1987,7,5,1,Potatoes,Brimstone,N2 PKMg,1,96,35,90,12,0,,6.95,3.02,,,40.9,1.54,0.37,0.334,0.073,,
1987,8,5,1,Potatoes,Brimstone,N3PKMg,1,144,35,90,12,0,,8.24,3.68,,,40.7,1.86,0.46,0.357,0.092,,
1987,9,5,1,Potatoes,Brimstone,N4 PKMg,1,192,35,90,12,0,,8.77,4.44,,,39.6,2.08,0.63,0.354,0.103,,
1987,10,5,1,Potatoes,Brimstone,N2,1,96,0,0,0,0,,6.46,2.75,,,38.5,1.84,0.54,0.298,0.079,,
1987,11,5,1,Potatoes,Brimstone,N2 P,1,96,35,0,0,0,,6.11,2.67,,,37.4,1.62,0.51,0.34,0.087,,
1987,12,5,1,Potatoes,Brimstone,N2 P Na,1,96,35,0,0,0,,6.88,3.15,,,36.7,1.62,0.4,0.337,0.074,,
1987,13,5,1,Potatoes,Brimstone,N2 PK ,1,96,35,90,0,0,,6.86,3.21,,,40.3,1.52,0.39,0.337,0.073,,
1987,14,5,1,Potatoes,Brimstone,N2 PKMg*,1,96,35,90,30,0,,6.82,3.67,,,39.7,1.64,0.39,0.339,0.073,,
1987,15,5,1,Potatoes,Brimstone,N5 PKMg,1,240,35,90,12,0,,9.06,4.47,,,40.7,2.06,0.74,0.349,0.108,,
1987,16,5,1,Potatoes,Brimstone,N6 PKMg,1,288,35,90,12,0,,9.32,5.09,,,39.6,2.32,0.8,0.354,0.109,,
1987,17,5,1,Potatoes,Brimstone,N0+N3 1/2[PKMg](A),1,144,18,45,6,0,,8.16,4.47,,,40.9,1.92,0.47,0.331,0.073,,
1987,18,5,1,Potatoes,Brimstone,N1+N3 1/2[PKMg](A),2 (N1 autumn),192,18,45,6,0,,9.03,5.06,,,41.5,1.96,0.59,0.33,0.082,,
1987,19,5,1,Potatoes,Brimstone,C,0,96,0,0,0,0,,6.08,2.63,,,42.6,1.84,0.5,0.342,0.091,,
1987,21,5,1,Potatoes,Brimstone,FYM N2,1,96,0,0,0,35,,8.92,7.3,,,41.2,2.08,0.68,0.358,0.123,,
1987,22,5,1,Potatoes,Brimstone,FYM,0,0,0,0,0,35,,9.45,5.57,,,43.9,1.82,0.54,0.341,0.129,,
1988,1,3,1,Potatoes,Brimstone,FYM N4 PK,1,192,35,90,0,35,,9.25,7.88,,,37.6,2.3,0.89,0.341,0.144,,
1988,3,3,1,Potatoes,Brimstone,Nil,0,0,0,0,0,0,,2.87,0.95,,,39.2,1.39,0.41,0.306,0.058,,
