Harvest year,plot,section,year of wheat,Previous crop,wheat variety,Fertilizer code,Number of N splits,Fertilizer N,Fertilizer P,Fertilizer K,Fertilizer Mg,FYM,Notes,grain ,straw,hfn,hlwt,tgw,n_grain,n_straw,p_grain,p_straw,s_grain,s_straw
2002,13,1,36,Fallow,Hereward,N4 PK ,1,192,35,90,0,0,,5.31,2.63,238,75,34,1.9,0.5,0.337,0.065,,
2002,14,1,36,Fallow,Hereward,N4 PK*(Mg*),1,192,35,90,0,0,,5.44,2.37,248,76,36,1.95,0.54,0.333,0.078,,
2002,15,1,36,Fallow,Hereward,N5 (P)KMg,1,240,0,90,12,0,,4.02,2.05,264,72,27.8,2.36,0.68,0.364,0.065,,
2002,16,1,36,Fallow,Hereward,N6 (P)KMg,1,288,0,90,12,0,,7.15,2.99,212,76.5,32.9,2.22,0.74,0.313,0.054,,
2002,17,1,36,Fallow,Hereward,N1+4+1 PKMg,3,288,35,90,12,0,,6.12,3.67,208,76.2,36,2.18,0.59,0.268,0.032,,
2002,18,1,36,Fallow,Hereward,N1+2+1 PKMg,3,192,35,90,12,0,,3.89,1.82,260,74.2,31.3,2.04,0.59,0.271,0.04,,
2002,19,1,36,Fallow,Hereward,N1+1+1 KMg,3,144,0,90,12,0,,2.55,2.03,227,73.5,27.7,1.86,0.7,0.259,0.059,,
2002,20,1,36,Fallow,Hereward,N4 KMg,1,192,0,90,12,0,,0.14,0.09,363,,29.4,2.34,0.86,0.177,0.044,,
2002,21,1,36,Fallow,Hereward,FYM N2,1,96,0,0,0,35,,7.67,3.54,178,77,38.5,1.79,0.39,0.417,0.084,,
2002,22,1,36,Fallow,Hereward,FYM,0,0,0,0,0,35,,5.45,2.74,234,77.2,38.9,1.49,0.29,0.387,0.086,,
2003,3,1,37,Fallow,Hereward,Nil,0,0,0,0,0,0,,1.01,0.24,283,,31.6,1.44,0.28,0.339,0.041,0.147,0.091
2003,5,1,37,Fallow,Hereward,(P)KMg,0,0,0,90,12,0,,1.49,0.79,272,77.5,33.2,1.37,0.26,0.329,0.069,0.15,0.128
2003,6,1,37,Fallow,Hereward,N1 (P)KMg,1,48,0,90,12,0,,4.27,1.98,296,75.2,38.3,1.54,0.3,0.324,0.048,0.129,0.117
2003,7,1,37,Fallow,Hereward,N2 (P)KMg,1,96,0,90,12,0,,6.64,2.92,315,77.8,40,1.73,0.34,0.32,0.043,0.125,0.112
2003,8,1,37,Fallow,Hereward,N3(P)KMg,1,144,0,90,12,0,,6.9,2.96,343,78.6,37.1,2.05,0.4,0.308,0.034,0.154,0.148
2003,9,1,37,Fallow,Hereward,N4 (P)KMg,1,192,0,90,12,0,,6.72,2.8,279,78,37.7,2.48,0.53,0.288,0.033,0.171,0.152
2003,10,1,37,Fallow,Hereward,N4,1,192,0,0,0,0,,2.7,1.37,340,76.2,32.6,2.17,0.46,0.17,0.016,0.142,0.073
2003,11,1,37,Fallow,Hereward,N4 P Mg,1,192,35,0,12,0,,3.97,1.42,350,72.7,30.7,2.01,0.73,0.286,0.057,0.168,0.138
2003,12,1,37,Fallow,Hereward,N1+3+1(P)K2Mg2,3,240,0,180,24,0,,7.15,3.32,301,78,38.1,2.45,0.55,0.29,0.033,0.173,0.155
2003,13,1,37,Fallow,Hereward,N4 PK ,1,192,35,90,0,0,,6.57,2.97,297,78.2,37.4,2.42,0.56,0.303,0.038,0.165,0.148
2003,14,1,37,Fallow,Hereward,N4 PK*(Mg*),1,192,35,90,0,0,,7,2.88,318,79,38.6,2.37,0.46,0.3,0.036,0.135,0.081
2003,15,1,37,Fallow,Hereward,N5 (P)KMg,1,240,0,90,12,0,,7.72,3.33,331,78.2,39.2,2.54,0.58,0.316,0.032,0.158,0.161
2003,16,1,37,Fallow,Hereward,N6 (P)KMg,1,288,0,90,12,0,,6.94,2.86,300,78.5,34.6,2.52,0.6,0.263,0.034,0.154,0.145
2003,17,1,37,Fallow,Hereward,N1+4+1 PKMg,3,288,35,90,12,0,,6.62,2.36,311,79.1,38.1,2.48,0.5,0.252,0.023,0.164,0.136
2003,18,1,37,Fallow,Hereward,N1+2+1 PKMg,3,192,35,90,12,0,,5.73,1.96,341,79.3,34.6,2.4,0.46,0.25,0.021,0.157,0.149
2003,19,1,37,Fallow,Hereward,N1+1+1 KMg,3,144,0,90,12,0,,5.5,2.16,341,79,37.3,2.23,0.41,0.237,0.021,0.158,0.129
2003,20,1,37,Fallow,Hereward,N4 KMg,1,192,0,90,12,0,,2.87,1.14,359,79.3,36.1,2.22,0.43,0.17,0.014,0.147,0.104
2003,21,1,37,Fallow,Hereward,FYM N2,1,96,0,0,0,35,,7.4,4.33,285,77.7,38.1,1.98,0.34,0.381,0.055,0.139,0.066
2003,22,1,37,Fallow,Hereward,FYM,0,0,0,0,0,35,,5.07,3.71,302,77.2,37.8,1.56,0.26,0.357,0.075,0.122,0.063
2004,3,1,38,Fallow,Hereward,Nil,0,0,0,0,0,0,,0.71,0.11,272,,35.9,1.44,0.39,0.307,0.044,0.106,0.172
2004,5,1,38,Fallow,Hereward,(P)KMg,0,0,0,90,12,0,,1.11,0.28,290,,36.3,1.37,0.29,0.312,0.063,0.099,0.09
2004,6,1,38,Fallow,Hereward,N1 (P)KMg,1,48,0,90,12,0,,2.84,1.5,328,76.2,38.7,1.58,0.49,0.291,0.072,0.1,0.357
2004,7,1,38,Fallow,Hereward,N2 (P)KMg,1,96,0,90,12,0,,4.09,1.32,323,77,40.9,2.12,0.38,0.29,0.031,0.109,0.075
2004,8,1,38,Fallow,Hereward,N3(P)KMg,1,144,0,90,12,0,,4.5,1.6,309,76.7,41.9,2.24,0.43,0.264,0.029,0.141,0.073
2004,9,1,38,Fallow,Hereward,N4 (P)KMg,1,192,0,90,12,0,,5.78,2.02,275,77,42.1,2.6,0.54,0.229,0.032,0.149,0.088
2004,10,1,38,Fallow,Hereward,N4,1,192,0,0,0,0,,2.26,1.14,281,75.5,34,2.24,0.47,0.164,0.015,0.127,0.071
2004,11,1,38,Fallow,Hereward,N4 P Mg,1,192,35,0,12,0,,4.86,1.88,277,76.2,36.3,1.95,0.65,0.236,0.045,0.15,0.106
2004,12,1,38,Fallow,Hereward,N1+3+1(P)K2Mg2,3,240,0,180,24,0,,5.78,3.28,225,76.5,41.3,2.51,0.6,0.232,0.048,0.152,0.097
2004,13,1,38,Fallow,Hereward,N4 PK ,1,192,35,90,0,0,,5.17,1.93,307,76.5,38.8,2.63,0.59,0.245,0.042,0.134,0.089
2004,14,1,38,Fallow,Hereward,N4 PK*(Mg*),1,192,35,90,0,0,,5.17,2.01,290,76.2,40.1,2.52,0.55,0.263,0.052,0.113,0.079
2004,15,1,38,Fallow,Hereward,N5 (P)KMg,1,240,0,90,12,0,,3.43,1.38,323,73.7,33.4,2.78,0.6,0.266,0.035,0.141,0.092
2004,16,1,38,Fallow,Hereward,N6 (P)KMg,1,288,0,90,12,0,,6.43,2.73,253,75.8,40.2,2.71,0.71,0.242,0.041,0.145,0.107
2004,17,1,38,Fallow,Hereward,N1+4+1 PKMg,3,288,35,90,12,0,,6.06,3.44,222,76,39.2,2.6,0.73,0.216,0.048,0.158,0.116
2004,18,1,38,Fallow,Hereward,N1+2+1 PKMg,3,192,35,90,12,0,,5.27,2.83,235,76.3,39.8,2.51,0.68,0.234,0.042,0.157,0.111
2004,19,1,38,Fallow,Hereward,N1+1+1 KMg,3,144,0,90,12,0,,4.03,2.72,243,76.3,41.7,2.22,0.54,0.243,0.054,0.147,0.201
2004,20,1,38,Fallow,Hereward,N4 KMg,1,192,0,90,12,0,,1.86,0.48,305,79,37.2,2.32,0.47,0.176,0.02,0.14,0.091
2004,21,1,38,Fallow,Hereward,FYM N2,1,96,0,0,0,35,,6.09,2.62,296,76,42.2,1.88,0.48,0.293,0.055,0.139,0.07
2004,22,1,38,Fallow,Hereward,FYM,0,0,0,0,0,35,,4.04,2.36,285,75.3,41,2.38,0.39,0.347,0.084,0.122,0.091
2005,3,1,39,Fallow,Hereward,Nil,0,0,0,0,0,0,,1.05,0.23,249,82,33.7,1.58,0.26,0.312,0.033,0.109,0.066
2005,5,1,39,Fallow,Hereward,(P)KMg,0,0,0,90,12,0,,1.09,0.16,314,,34.6,1.6,0.28,0.34,0.057,0.114,0.092
2005,6,1,39,Fallow,Hereward,N1 (P)KMg,1,48,0,90,12,0,,3.27,0.88,248,77.9,36.6,1.36,0.26,0.285,0.04,0.1,0.084
2005,7,1,39,Fallow,Hereward,N2 (P)KMg,1,96,0,90,12,0,,5.12,1.67,237,80,35.7,1.63,0.38,0.321,0.055,0.117,0.113
2005,8,1,39,Fallow,Hereward,N3(P)KMg,1,144,0,90,12,0,,5.82,1.69,312,80.7,36,1.88,0.4,0.282,0.03,0.13,0.106
2005,9,1,39,Fallow,Hereward,N4 (P)KMg,1,192,0,90,12,0,,7.1,2.57,348,81.5,33.5,2.09,0.54,0.265,0.032,0.145,0.163
2005,10,1,39,Fallow,Hereward,N4,1,192,0,0,0,0,,3.05,0.69,314,78.7,30.2,2.16,0.47,0.171,0.019,0.129,0.081
2005,11,1,39,Fallow,Hereward,N4 P Mg,1,192,35,0,12,0,,4.05,1.07,340,76.8,36.7,1.97,0.76,0.287,0.075,0.154,0.185
2005,12,1,39,Fallow,Hereward,N1+3+1(P)K2Mg2,3,240,0,180,24,0,,7,2.95,350,81.4,33.3,2.13,0.56,0.27,0.044,0.135,0.172
2005,13,1,39,Fallow,Hereward,N4 PK ,1,192,35,90,0,0,,6.23,1.99,348,80.9,32.8,2.01,0.49,0.278,0.041,0.123,0.125
2005,14,1,39,Fallow,Hereward,N4 PK*(Mg*),1,192,35,90,0,0,,7.04,2.85,335,80.8,33.7,2.07,0.46,0.296,0.043,0.119,0.074
2005,15,1,39,Fallow,Hereward,N5 (P)KMg,1,240,0,90,12,0,,7.14,2.27,365,80.8,32.6,2.46,0.57,0.262,0.033,0.152,0.171
2005,16,1,39,Fallow,Hereward,N6 (P)KMg,1,288,0,90,12,0,,7.41,3.56,288,80.4,32.6,2.5,0.68,0.271,0.039,0.154,0.177
2005,17,1,39,Fallow,Hereward,N1+4+1 PKMg,3,288,35,90,12,0,,7.13,3.32,368,80.5,32.7,2.44,0.58,0.219,0.031,0.15,0.165
2005,18,1,39,Fallow,Hereward,N1+2+1 PKMg,3,192,35,90,12,0,,6.03,2.85,351,82,35.1,2.08,0.46,0.205,0.026,0.137,0.132
2005,19,1,39,Fallow,Hereward,N1+1+1 KMg,3,144,0,90,12,0,,5.47,2.55,320,80.8,35.5,1.79,0.36,0.24,0.025,0.123,0.109
2005,20,1,39,Fallow,Hereward,N4 KMg,1,192,0,90,12,0,,1.63,0.38,350,79,30.3,2.25,0.5,0.172,0.016,0.132,0.111
2005,21,1,39,Fallow,Hereward,FYM N3,1,144,0,0,0,35,,7.51,4.16,375,79.5,33.1,2.14,0.39,0.329,0.041,0.133,0.084
2005,22,1,39,Fallow,Hereward,FYM,0,0,0,0,0,35,,4.18,1.81,236,80.5,38.2,1.69,0.27,0.362,0.073,0.109,0.088
2006,3,1,40,Fallow,Hereward,Nil,0,0,0,0,0,0,,1.12,0.41,187,,35.1,1.68,0.29,0.291,0.029,0.113,0.054
2006,5,1,40,Fallow,Hereward,(P)KMg,0,0,0,90,12,0,,1.26,0.29,233,,38.2,1.6,0.31,0.348,0.079,0.124,0.081
2006,6,1,40,Fallow,Hereward,N1 (P)KMg,1,48,0,90,12,0,,3.19,1.22,142,74,34.7,1.52,0.3,0.335,0.039,0.122,0.067
2006,7,1,40,Fallow,Hereward,N2 (P)KMg,1,96,0,90,12,0,,5.59,2.59,130,74.8,35.1,1.63,0.34,0.327,0.03,0.129,0.074
2006,8,1,40,Fallow,Hereward,N3(P)KMg,1,144,0,90,12,0,,6.17,2.9,79,74.8,34.6,1.97,0.41,0.291,0.031,0.146,0.089
2006,9,1,40,Fallow,Hereward,N4 (P)KMg,1,192,0,90,12,0,,7.31,3.43,63,75.3,36.5,2.16,0.5,0.273,0.04,0.155,0.092
2006,10,1,40,Fallow,Hereward,N4,1,192,0,0,0,0,,3.04,1.22,94,74.8,32.5,2.23,0.47,0.157,0.015,0.106,0.064
2006,11,1,40,Fallow,Hereward,N4 P Mg,1,192,35,0,12,0,,5.54,2.14,161,70.8,27.5,2.15,0.82,0.316,0.094,0.151,0.153
2006,12,1,40,Fallow,Hereward,N1+3+1(P)KMg,3,240,0,90,12,0,,8.22,4.49,84,76.3,36,2.3,0.49,0.274,0.038,0.155,0.091
2006,13,1,40,Fallow,Hereward,N4 PK ,1,192,35,90,0,0,,7.03,3.57,68,75.5,33.4,2.16,0.44,0.286,0.04,0.141,0.091
2006,14,1,40,Fallow,Hereward,N4 PK*(Mg*),1,192,35,90,0,0,,7.52,3.34,111,75.8,32.7,2.21,0.43,0.308,0.04,0.132,0.059
2006,15,1,40,Fallow,Hereward,N5 (P)KMg,1,240,0,90,12,0,,7.46,3.77,64,73.8,34.8,2.51,0.64,0.305,0.053,0.167,0.1
2006,16,1,40,Fallow,Hereward,N6 (P)KMg,1,288,0,90,12,0,,8.15,4.37,63,74,30.3,2.58,0.8,0.279,0.062,0.175,0.115
2006,17,1,40,Fallow,Hereward,N1+4+1 PKMg,3,288,35,90,12,0,,7.34,4.06,69,74.5,32,2.58,0.68,0.24,0.039,0.171,0.114
2006,18,1,40,Fallow,Hereward,N1+2+1 PKMg,3,192,35,90,12,0,,6.69,3.43,78,75.5,33.7,2.18,0.42,0.225,0.019,0.155,0.086
2006,19,1,40,Fallow,Hereward,N1+1+1 KMg,3,144,0,90,12,0,,6.32,3.05,87,76.2,33.8,1.98,0.41,0.211,0.026,0.129,0.086
2006,20,1,40,Fallow,Hereward,N4 KMg,1,192,0,90,12,0,,1.17,0.46,97,,31.1,2.34,0.5,0.175,0.019,0.123,0.091
2006,21,1,40,Fallow,Hereward,FYM N3,1,144,0,0,0,35,,7.85,6.24,79,74.8,35.4,2.34,0.53,0.329,0.071,0.118,0.073
2006,22,1,40,Fallow,Hereward,FYM,0,0,0,0,0,35,,5.65,4.7,193,76.2,39.5,1.67,0.28,0.348,0.075,0.112,0.049
2007,3,1,41,Fallow,Hereward,Nil,0,0,0,0,0,0,,0.85,0.16,68,,34.5,1.85,0.48,0.322,0.064,0.113,0.073
2007,5,1,41,Fallow,Hereward,(P)KMg,0,0,0,90,12,0,,1.05,0.23,117,,35.5,1.74,0.4,0.362,0.094,0.113,0.077
2007,6,1,41,Fallow,Hereward,N1 (P)KMg,1,48,0,90,12,0,,2.02,0.33,95,71.8,33.6,1.71,0.46,0.347,0.09,0.103,0.077
2007,7,1,41,Fallow,Hereward,N2 (P)KMg,1,96,0,90,12,0,,3.22,0.84,86,72.8,34.3,1.87,0.52,0.346,0.094,0.109,0.081
2007,8,1,41,Fallow,Hereward,N3(P)KMg,1,144,0,90,12,0,,3.12,0.81,92,72,33.4,2,0.65,0.363,0.09,0.133,0.096
2007,9,1,41,Fallow,Hereward,N4 (P)KMg,1,192,0,90,12,0,,4.93,1.62,62,74.3,36.6,2.31,0.69,0.321,0.065,0.151,0.11
2007,10,1,41,Fallow,Hereward,N4,1,192,0,0,0,0,,1.11,0.3,64,,32.8,2.46,0.66,0.214,0.031,0.152,0.084
2007,11,1,41,Fallow,Hereward,N4 P Mg,1,192,35,0,12,0,,2.54,0.56,62,67.8,27.2,2.24,0.92,0.381,0.162,0.162,0.122
2007,12,1,41,Fallow,Hereward,N1+3+1(P)KMg,3,240,0,90,12,0,,4.82,1.38,62,73.5,37.5,2.38,0.81,0.326,0.08,0.147,0.112
2007,13,1,41,Fallow,Hereward,N4 PK ,1,192,35,90,0,0,,4.29,1.23,62,72.8,33.1,2.12,0.74,0.344,0.088,0.143,0.109
2007,14,1,41,Fallow,Hereward,N4 PK*(Mg*),1,192,35,90,0,0,,4.31,0.92,67,73.2,35.3,2.22,0.75,0.357,0.102,0.137,0.078
2007,15,1,41,Fallow,Hereward,N5 (P)KMg,1,240,0,90,12,0,,3.91,1.19,62,72.5,33.8,2.41,0.74,0.343,0.066,0.157,0.099
2007,16,1,41,Fallow,Hereward,N6 (P)KMg,1,288,0,90,12,0,,5.29,1.6,62,74.3,36.4,2.56,0.88,0.328,0.074,0.159,0.122
2007,17,1,41,Fallow,Hereward,N1+4+1 PKMg,3,288,35,90,12,0,,5.16,1.39,62,74.2,37.8,2.66,0.91,0.301,0.068,0.14,0.135
2007,18,1,41,Fallow,Hereward,N1+2+1 PKMg,3,192,35,90,12,0,,3.77,1.04,62,72.2,34.6,2.48,0.79,0.322,0.062,0.161,0.132
2007,19,1,41,Fallow,Hereward,N1+1+1 KMg,3,144,0,90,12,0,,3.91,1.15,62,74.5,36.2,2.24,0.61,0.294,0.048,0.151,0.102
2007,20,1,41,Fallow,Hereward,N4 KMg,1,192,0,90,12,0,,0.41,0.02,64,,31.4,2.51,0.67,0.211,0.029,0.157,0.091
2007,21,1,41,Fallow,Hereward,FYM N3,1,144,0,0,0,35,,6.21,2.21,62,73.7,35.8,2.23,0.65,0.333,0.097,0.124,0.095
2007,22,1,41,Fallow,Hereward,FYM,0,0,0,0,0,35,,3.94,1.93,62,73.8,38.9,1.81,0.47,0.36,0.103,0.121,0.071
2008,3,1,42,Fallow,Hereward,Nil,0,0,0,0,0,0,,0.03,0.01,,,,1.892,0.436,0.322,0.044,0.13,0.066
2008,5,1,42,Fallow,Hereward,(P)KMg,0,0,0,90,12,0,,0.68,0.07,260,,37.5,1.629,0.398,0.351,0.078,0.12,0.071
2008,6,1,42,Fallow,Hereward,N1 (P)KMg,1,48,0,90,12,0,,3.75,1.63,217,74,37.4,1.48,0.321,0.306,0.04,0.112,0.062
2008,7,1,42,Fallow,Hereward,N2 (P)KMg,1,96,0,90,12,0,,5.89,2.49,231,75.2,38.2,1.633,0.33,0.305,0.036,0.118,0.063
2008,8,1,42,Fallow,Hereward,N3(P)KMg,1,144,0,90,12,0,,6.46,2.81,223,75.7,37.6,1.834,0.381,0.267,0.027,0.132,0.081
2008,9,1,42,Fallow,Hereward,N4 (P)KMg,1,192,0,90,12,0,,7.73,3.88,271,76.7,37.8,2.141,0.528,0.228,0.029,0.147,0.104
2008,10,1,42,Fallow,Hereward,N4,1,192,0,0,0,0,,2.66,1.2,283,76,34.7,2.01,0.431,0.177,0.017,0.123,0.054
2008,11,1,42,Fallow,Hereward,N4 P Mg,1,192,35,0,12,0,,3.39,1.14,248,70,27.8,1.97,0.874,0.303,0.095,0.158,0.145
2008,12,1,42,Fallow,Hereward,N1+3+1(P)KMg,3,240,0,90,12,0,,8.41,4.08,270,77.5,35.9,2.2,0.567,0.262,0.039,0.15,0.106
2008,13,1,42,Fallow,Hereward,N4 PK ,1,192,35,90,0,0,,7.62,3.55,232,76,36.5,2.136,0.576,0.281,0.055,0.141,0.119
2008,14,1,42,Fallow,Hereward,N4 PK*(Mg*),1,192,35,90,0,0,,7.74,3.16,336,77.6,39.7,2.11,0.505,0.273,0.047,0.12,0.058
2008,15,1,42,Fallow,Hereward,N5 (P)KMg,1,240,0,90,12,0,,7.65,3.83,258,77.2,37.1,2.373,0.634,0.222,0.039,0.151,0.116
2008,16,1,42,Fallow,Hereward,N6 (P)KMg,1,288,0,90,12,0,,8.29,4.14,344,77.2,37.2,2.345,0.676,0.215,0.039,0.151,0.114
2008,17,1,42,Fallow,Hereward,N1+4+1 PKMg,3,288,35,90,12,0,,7.87,3.83,282,77.2,38.9,2.392,0.646,0.231,0.038,0.154,0.127
2008,18,1,42,Fallow,Hereward,N1+2+1 PKMg,3,192,35,90,12,0,,7.06,4.07,243,78.3,39.8,2.128,0.491,0.208,0.028,0.145,0.115
2008,19,1,42,Fallow,Hereward,N1+1+1 KMg,3,144,0,90,12,0,,6.5,2.74,236,77.5,40.2,2.017,0.435,0.212,0.024,0.139,0.096
2008,20,1,42,Fallow,Hereward,N4 KMg,1,192,0,90,12,0,,0.82,0.37,333,,34.6,2.406,0.609,0.181,0.028,0.152,0.091
2008,21,1,42,Fallow,Hereward,FYM N3,1,144,0,0,0,35,,7.5,4.12,307,76.2,38.5,2.063,0.513,0.331,0.063,0.132,0.081
2008,22,1,42,Fallow,Hereward,FYM,0,0,0,0,0,35,,5.02,2.19,235,75.5,39.2,1.796,0.381,0.35,0.082,0.122,0.069
2009,3,1,43,Fallow,Hereward,Nil,0,0,0,0,0,0,,2.05,0.84,237,78.5,38.5,1.768,0.34,0.236,0.022,0.12,0.067
2009,5,1,43,Fallow,Hereward,(P)KMg,0,0,0,90,12,0,,1.71,0.86,306,,38,1.624,0.272,0.317,0.044,0.12,0.079
2009,6,1,43,Fallow,Hereward,N1 (P)KMg,1,48,0,90,12,0,,2.67,1.17,280,78.8,37.4,2.015,0.411,0.293,0.038,0.142,0.145
2009,7,1,43,Fallow,Hereward,N2 (P)KMg,1,96,0,90,12,0,,3.83,1.81,344,78.7,38.3,2.402,0.412,0.286,0.03,0.158,0.087
2009,8,1,43,Fallow,Hereward,N3(P)KMg,1,144,0,90,12,0,,3.63,1.74,412,76.8,35.9,2.654,0.484,0.241,0.022,0.16,0.089
2009,9,1,43,Fallow,Hereward,N4 (P)KMg,1,192,0,90,12,0,,3.86,1.79,381,78.3,36.6,2.794,0.558,0.213,0.022,0.167,0.098
2009,10,1,43,Fallow,Hereward,N4,1,192,0,0,0,0,,1.06,0.62,359,,31.7,2.303,0.505,0.156,0.017,0.136,0.066
2009,11,1,43,Fallow,Hereward,N4 P Mg,1,192,35,0,12,0,,4.59,1.88,358,77.5,35.9,2.124,0.554,0.234,0.032,0.157,0.113
2009,12,1,43,Fallow,Hereward,N1+3+1(P)KMg,3,240,0,90,12,0,,4.98,2.66,373,79.3,37.5,2.712,0.701,0.221,0.032,0.159,0.121
2009,13,1,43,Fallow,Hereward,N4 PK ,1,192,35,90,0,0,,3.81,1.66,399,78.6,35.3,2.965,0.651,0.248,0.027,0.161,0.101
2009,14,1,43,Fallow,Hereward,N4 PK*(Mg*),1,192,35,90,0,0,,3.66,1.76,399,77.9,38.7,2.622,0.73,0.296,0.06,0.121,0.056
2009,15,1,43,Fallow,Hereward,N5 (P)KMg,1,240,0,90,12,0,,4.64,2.64,355,77.9,35,2.848,0.574,0.206,0.022,0.157,0.095
2009,16,1,43,Fallow,Hereward,N6 (P)KMg,1,288,0,90,12,0,,4.53,2.65,356,77.7,35.4,2.781,0.606,0.198,0.019,0.156,0.097
2009,17,1,43,Fallow,Hereward,N1+4+1 PKMg,3,288,35,90,12,0,,4.76,2.94,370,78.8,36.9,2.69,0.597,0.2,0.022,0.159,0.1
2009,18,1,43,Fallow,Hereward,N1+2+1 PKMg,3,192,35,90,12,0,,3.62,2.25,410,79,36.6,2.556,0.562,0.191,0.022,0.153,0.09
2009,19,1,43,Fallow,Hereward,N1+1+1 KMg,3,144,0,90,12,0,,3.27,2.9,381,78.3,34.3,2.479,0.502,0.187,0.016,0.158,0.087
2009,20,1,43,Fallow,Hereward,N4 KMg,1,192,0,90,12,0,,0.68,0.36,231,,31.4,2.252,0.582,0.142,0.021,0.139,0.084
2009,21,1,43,Fallow,Hereward,FYM N3,1,144,0,0,0,35,,7.62,4.34,278,78.9,40.2,2.258,0.492,0.284,0.038,0.14,0.079
2009,22,1,43,Fallow,Hereward,FYM,0,0,0,0,0,35,,5.56,4.4,305,77.8,39.8,1.632,0.318,0.324,0.068,0.114,0.063
2010,3,1,44,Fallow,Hereward,Nil,0,0,0,0,0,0,,1.02,0.33,157,74,29.48,1.681,0.293,0.253,0.017,0.123,0.05
2010,5,1,44,Fallow,Hereward,(P)KMg,0,0,0,90,12,0,,1.25,0.34,154,73,29.66,1.441,0.263,0.322,0.036,0.118,0.051
2010,6,1,44,Fallow,Hereward,N1 (P)KMg,1,48,0,90,12,0,,3.74,1.47,71,70.95,35.76,1.618,0.292,0.307,0.022,0.124,0.06
2010,7,1,44,Fallow,Hereward,N2 (P)KMg,1,96,0,90,12,0,,5.85,2.3,62,73.95,37.7,1.908,0.323,0.336,0.025,0.137,0.064
2010,8,1,44,Fallow,Hereward,N3(P)KMg,1,144,0,90,12,0,,6.09,2.54,62,72.35,35.47,2.115,0.416,0.259,0.02,0.152,0.079
2010,9,1,44,Fallow,Hereward,N4 (P)KMg,1,192,0,90,12,0,,6.47,2.82,62,73.55,35.23,2.346,0.468,0.216,0.018,0.158,0.082
2010,10,1,44,Fallow,Hereward,N4,1,192,0,0,0,0,,1.67,0.89,62,74.55,31.39,2.441,0.449,0.188,0.013,0.139,0.055
2010,11,1,44,Fallow,Hereward,N4 P Mg,1,192,35,0,12,0,,4.98,1.94,64,70.75,29.77,2.162,0.517,0.272,0.036,0.166,0.08
2010,12,1,44,Fallow,Hereward,N1+3+1(P)KMg,3,240,0,90,12,0,,7.12,3.61,62,73.35,34.42,2.431,0.499,0.256,0.024,0.17,0.093
2010,13,1,44,Fallow,Hereward,N4 PK ,1,192,35,90,0,0,,6.23,2.75,62,72.65,32.42,2.531,0.442,0.255,0.02,0.17,0.081
2010,14,1,44,Fallow,Hereward,N4 PK*(Mg*),1,192,35,90,0,0,,6.6,3.06,62,73.85,37.46,2.271,0.439,0.277,0.036,0.134,0.053
2010,15,1,44,Fallow,Hereward,N5 (P)KMg,1,240,0,90,12,0,,6.55,3.06,62,72.45,33.9,2.697,0.557,0.28,0.026,0.172,0.089
2010,16,1,44,Fallow,Hereward,N6 (P)KMg,1,288,0,90,12,0,,6.86,3.29,62,73.45,34.45,2.616,0.522,0.255,0.023,0.174,0.081
2010,17,1,44,Fallow,Hereward,N1+4+1 PKMg,3,288,35,90,12,0,,6.6,3.56,62,75.15,34.76,2.537,0.542,0.225,0.02,0.167,0.082
2010,18,1,44,Fallow,Hereward,N1+2+1 PKMg,3,192,35,90,12,0,,6.15,3.28,63,75.95,35.26,2.321,0.489,0.212,0.016,0.158,0.078
2010,19,1,44,Fallow,Hereward,N1+1+1 KMg,3,144,0,90,12,0,,4.57,2.49,64,74.25,35.14,2.234,0.413,0.202,0.015,0.152,0.073
2010,20,1,44,Fallow,Hereward,N4 KMg,1,192,0,90,12,0,,0.66,0.22,120,,30.94,2.422,0.572,0.213,0.025,0.16,0.079
2010,21,1,44,Fallow,Hereward,FYM N3,1,144,0,0,0,35,,5.89,3.4,64,73.05,33.51,2.462,0.468,0.341,0.051,0.152,0.061
2010,22,1,44,Fallow,Hereward,FYM,0,0,0,0,0,35,,3.79,2.15,89,72.05,34.09,1.643,0.28,0.348,0.057,0.12,0.05
2011,3,1,45,Fallow,Hereward,Nil,0,0,0,0,0,0,,1.11,0.27,374,,33.5,1.866,0.391,0.247,0.026,0.125,0.074
2011,5,1,45,Fallow,Hereward,(P)KMg,0,0,0,90,12,0,,1.8,0.57,339,76.8,37.4,1.735,0.345,0.336,0.048,0.125,0.084
2011,6,1,45,Fallow,Hereward,N1 (P)KMg,1,48,0,90,12,0,,2.62,1.03,389,75.7,36.5,2.292,0.553,0.357,0.076,0.15,0.107
2011,7,1,45,Fallow,Hereward,N2 (P)KMg,1,96,0,90,12,0,,4.43,1.72,415,76,40.1,2.467,0.58,0.326,0.057,0.152,0.115
2011,8,1,45,Fallow,Hereward,N3(P)KMg,1,144,0,90,12,0,,4.12,1.19,419,76.8,37.3,2.791,0.706,0.293,0.048,0.164,0.135
2011,9,1,45,Fallow,Hereward,N4 (P)KMg,1,192,0,90,12,0,,4.83,1.74,354,78.3,40.9,2.907,0.663,0.263,0.035,0.153,0.122
2011,10,1,45,Fallow,Hereward,N4,1,192,0,0,0,0,,1.7,0.73,304,76.5,34.1,2.39,0.609,0.176,0.029,0.136,0.121
2011,11,1,45,Fallow,Hereward,N4 P Mg,1,192,35,0,12,0,,4.33,1.54,284,79.8,38.8,2.357,0.732,0.295,0.057,0.165,0.166
